id;productgroup;main_text;add_text;manufacturer
37715601;BICYCLES;GIANT TCX SLR SEDANBLACK-RACEWHITE;FAHRRAEDER>>FITNESSBIKES/CYCLOCROSS>>CYCLOCROSSER&GRAVELBIKES;GIANT
61878010;USB MEMORY;USB  128GB DATATRAV MINI  U3 KIN  PCK:115000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;KINGSTON
37713131;BICYCLES;KONA JAKE THE SNAKE CR MATT CARBON/WHITE/GREEN/BLUE;FAHRRAEDER>>FITNESSBIKES/CYCLOCROSS>>CYCLOCROSSER&GRAVELBIKES;KONA
67395133;BICYCLES;789187  NOSTALGIE DAMEN 28 3 G NOSTALGIE DAM 28 LILA;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_SPORT- / CITY- / TOURINGRÄDER;
62203994;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
28739819;WASHINGMACHINES;SIEMENS WM14Q492 A+++ WASCHMASCHINE SIEMENSWM14Q492A+++;08005045__WEISSE WARE__GROSSELEKTRO__WASCHMASCHINEN;SIEMENS ELECTROGERAETE GMBH
25070907;WASHINGMACHINES;HGG WAM BEKO WMB 71243 PTE WEIß#;UNASSIGNED;BEKO
25829981;WASHINGMACHINES;WAN 28290 7KG / A+++ -10%;WASCHAUTOMAT BIS 1400 UMIN;BOSCH HAUSTECHNIK
62227465;CONTACT LENSES;FRESHLOOK COLORBLENDS2 STÜCKUNISEX;LINSEN;CIBA
65464751;USB MEMORY;USB-STICK 32GB INTENSO 2.0 BUSINESS LINE;USB-SPEICHER;INTENSO
67109129;BICYCLES;388843  MTB 275 MTB 27,5 GRAU/SCHWARZ 53;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
25758699;WASHINGMACHINES;WA 14642 W 6KG 1200 TOUREN EEK: A++ SLIM LINE;WASCHMASCHINE FRONTLADER;AMICA
67219113;BICYCLES;451872  MTB 275 MTB 27,5 BLAU 3;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
17778975;CONTACT LENSES;AIR OPTIX COLORS, BROWN, FARBIGE MONATSLINSEN WEICH, 2 STUECK / BC 8.6MM / DIA 14.2 / -3.50 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3104COLOUREDCONTACTLENSES;ALCON
30781417;WASHINGMACHINES;BOSCH WOT 24227;MODERNES WOHNEN__WASCHMASCHINEN;
65531397;USB MEMORY;USB-STICK 64GB VERBATIM METAL  80X 12/5 MB/S R/W,METAL EXECUTIVE SILBER;773__VERBATIM USB-SPEICHER;VERBATIM
73614716;WASHINGMACHINES;MIEL Waschmaschine Frontlader  WMB120WCS 1600U/min 8kg 48l SZV RZ EEC:A+++;407001;
25054278;WASHINGMACHINES;HGG WAM SIEMENS WM14E32A WEIß#;UNASSIGNED;SIEMENS
62216706;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
52079961;USB MEMORY;SP032GBUF2710V1S SILVER 710 32GB USB 2.0  ;03510__USB STICK;SILICON POWER
17337452;USB MEMORY;A-DATA UC350 USB TYPE-C OTG FLASH DRIVE GOLD;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;A-DATA
63057248;USB MEMORY;16GB JETFLASH 380 OTG GOLD USB2.0,MICRO USB PORT  IN;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;TRANSCEND
37668261;BICYCLES;CUBE AGREE C:62 DISC CARBON'N'WHITE;FAHRRAEDER>>RENNRAEDER>>RENNRAEDERAB1000;CUBE
37709983;BICYCLES;CUBE TOURING EXC GREY BLACK FLASHGREEN;FAHRRAEDER>>TREKKINGRAEDER>>HERRENRAEDERAB500;CUBE
62207533;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
56795888;WASHINGMACHINES;WD90J6400AW (WASCH/TROCKNER-KOMBI) WD90J6400AW/EG;HAUSHALT/KUECHE/BAD_WAESCHEPFLEGE_WASCHMASCHINEN;SAMSUNG
43510938;WASHINGMACHINES;WT 2796 WPM  WASCHTROCKNER (STAND) 826297;ELEKTRO-GROSSGERAETE_WASCHTROCKNER(STAND)_UNASSIGNED;MIELE
62205041;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
25100371;WASHINGMACHINES;HGG WAM CANDY GC 14102 DS3 >WEIÃŸ#;UNASSIGNED;CANDY
59065542;BICYCLES;801000-19'' CUBE AIM PRO BLACK´N´GREEN 2017;752045__75-MTB29ER;CUBE
62855196;USB MEMORY;NANO STORE N STAY 8GB USB2.0 INCL. USB TO MICRO USB ADAPTER;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;VERBATIM
46698272;WASHINGMACHINES;WM14Q49U  WEISS WASCHMASCHINEN (STAND);ELEKTRO-GROSSGERAETE_WASCHMASCHINEN(STAND)_UNASSIGNED;SIEMENS
37736073;BICYCLES;SERIOUS ROCKVILLE STREET 26 BLACK/GREY;FAHRRAEDER>>MOUNTAINBIKES>>MTBHARDTAILS;SERIOUS
63237162;USB MEMORY;USB STICK 16GB USB2.0 HIGHSPEED JETFLASH 360 BLACK/GREEN;MEMORY AND PROCESSORS __ USB STORAGE MEDIA;TRANSCEND
68207177;USB MEMORY;FLASHDRIVE INTENSO ALU LINE ANTHRACITE 64GB;49631_PAMIECI USB, FLASH;INTENSO
62206718;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
62226311;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
72017005;WASHINGMACHINES;GWA 38431Waschmaschine Grundig  ||BHT  60 x 84 x 61  ||GRUNDIG GWA 38431  ||Energieverbrauchklassen A+++/B||Beladungsmenge 8kg, max. Schle||zahl 1400 U/min, Verbrauchswer||im Programmmix: 10560 Liter Wa||195 kWh Strom  ||;6322;BEKO GRUNDIG Deutschland GmbH
42297825;BICYCLES;MERIDA SPEEDER 500 SCHWARZ/TEAMGRUEN 56 CM;1_5_4;MERIDA
67278781;BICYCLES;824883  CITY 28 CITY 28 GRAU 55;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_SPORT CITY TOURINGRAEDER;
66609504;BICYCLES;1484647001 KS CYCLING TREKKINGRAD HERREN ALU-RAHMEN 28? METROPOLIS FLACHLENKER;SPORT&FITNESS_FAHRRAEDER_TREKKINGBIKES;KS CYCLING
67398666;BICYCLES;230928  MTB 28 21G MTX SCHWARZ MTB 28 21G MTX SCHWARZ;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
17883454;USB MEMORY;TRIBE MINION PENDRIVE FIGUR USB STICK 8GB SPEICHERSTICK LUSTIG USB FLASH DRIVE 2.0, MEMORY STICK, USB GADGET, SCHLUESSELANHAENGER KAPPENHALTER - VIVE LE MINION (GELB);PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;TRIBE
69635287;WASHINGMACHINES;BAUKN.WAGH 62 WASCHAUTOMAT;80;Fashion_EAN
25618476;BICYCLES;TRAVEL 100 ALU 18GG TX35  S5_2 DAMEN 26ER;FAHRRAEDER // FAHRRAEDER TREKKING;MIFA-BIKE GESELLSCHAFT MBH
25490128;WASHINGMACHINES;DAEWOO WASCHAUTOMAT DWD-HB 1412  STAND.-VAR.;ELEKTRO-GROSSGERAETE // WASCHAUTOMATEN;GGV HANDELSGESMBH&COKG
46781671;WASHINGMACHINES;LAV82470BI  AEG VOLLINTEGRIERBARER UNTERBAU-WASCHVOLLAUTOMAT,  914528235, EAN=7332543171149;UNASSIGNED;REDDY-AEG PR
25624707;BICYCLES;TREKKINGBIKE 28ZOLL  LUNAPIENA  G1928 LADY 21-GANG TX-35  48;FAHRRAEDER // FAHRRAEDER TREKKING;TRENDMAXX GMBH
46863153;USB MEMORY;IXPAND FLASH-LAUFWERK 64GB  WEISS-ROT SPEICHERSTICKS;SPEICHERMEDIEN_SPEICHERSTICKS_UNASSIGNED;SANDISK
62204611;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
25786571;WASHINGMACHINES;WML51231/ 5KG,1200U/MIN E.KL.A+, ABHOLPREIS!;FRONTLADER;BEKO
37717466;BICYCLES;GIANT XTC ADVANCED 1.5 LTD 27.5;FAHRRAEDER>>MOUNTAINBIKES>>CROSSCOUNTRY/RACEHT;GIANT
77533206;WASHINGMACHINES;Waschautom. L5468DFL;40801;ELECTROLUX
62217632;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
52047693;USB MEMORY;MUF-128BB-EU 128GB USB 3.0 FLASH DRIVE FIT 130MB/S  ;03510__USB STICK;SAMSUNG
17888156;USB MEMORY;EMTEC EKMMD16GS550 SPEICHERSTICK 16GB;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;EMTEC
72326046;CONTACT LENSES;CONTACT.LIFE BLISTER;CL;WÖHLK CONTACT-LINSEN
42295412;BICYCLES;GHOST TACANA 2 BLACK/GREEN/GREY 42 CM;1_1_5;GHOST
23990021;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
40644502;USB MEMORY;USB-STICK  16GB TRANSCEND JETFLASH 350 SCHWARZ;USB-SPEICHER;TRANSCEND
26380700;WASHINGMACHINES;WD 15  G 490;WASCHTROCKNER;SIEMENS
26376949;WASHINGMACHINES;CWF 13 B 12;WASCHMASCHINEN;CONSTRUCTA
36972759;WASHINGMACHINES;WAT 28390 STAND-WASCHMASCHINE;UNASSIGNED;
66040417;USB MEMORY;KINGSTON DATA TRAVELER GE9 16GB MIT METALLGEHAEUSE, GOLD;MOBILFUNKZUBEHOER__0230 MOBILFUNK EXT ZUBEHOER__SPEICHER USB STICKS;KINGSTON TECHNOLOGY
42298104;BICYCLES;GHOST KATO FS 5 SCHWARZ/GRAU 54 CM;1_1_8;GHOST
66881465;WASHINGMACHINES;126681  WASCHMASCHINE WASCHMASCHINE EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
65450543;USB MEMORY;ZZ // USB-STICK  4GB FILE/IT 2.0 AES 256 SECURE USB KEY CHIL;USB-SPEICHER;PHILIPS
42317713;BICYCLES;UNIVEGA TERRENO 4.0 MAGICBLACKMATT 60 CM;1_7_4;UNIVEGA
26319626;WASHINGMACHINES;L 6478 AFL;WASCHMASCHINEN;AEG
71966715;WASHINGMACHINES;WAB28270Waschmaschine Bosch  ||BHT  59 x 84 x 55  ||WAB28270  ||Effizienzklassen A+++/B, Max. ||menge 6 kg, max. Schleuderdreh||1400 U/min, Verbrauchswerte/Ja||Programmmix: 10560 Liter Wasse||153 kWh Strom  ||;6311;Bosch Hausgeräte GmbH
62288563;USB MEMORY;USB-STICK 64GB EMTEC  B100 CLICK 2.0 USB 2.0;USB-SPEICHER;EMTEC
63530505;WASHINGMACHINES;BAUKNECHT WA ECO STAR 74 PS FREISTEHENDE WASCHMASCHINE, FRONTLADER, WEISS, ENERGIEKLASSE A+++, SCHLEUDEREFFIZIENZKLASSE B, 1400 U/MIN, 7 KG FASSUNGSVERMOEG;KUECHENARTIKEL & HAUSHALTSARTIKEL__FRONTLADER;BAUKNECHT
62209798;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
73888709;BICYCLES;521125 BK-GN X-CALIBER 7 MATTE DNISTER BLACK / MIAMI GREEN MTB (H) HARDTAIL;6513602902;BIKEEUROPE
62206515;CONTACT LENSES;1-DAY ACUVUE90 STÜCKUNISEX;LINSEN;J&J
58444392;CONTACT LENSES;1-DAY ACUVUE 30 18,8  2 5 7 4 5;UNASSIGNED;JOHNSON & JOHNSON
62231662;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
62236016;CONTACT LENSES;BIOMEDICS TORIC UV6 STÜCKUNISEX;LINSEN;COOPER
42317784;BICYCLES;GHOST AMR 2955 MATTGRAU-MATTSCHWARZ 44 CM;1_1_7;GHOST
62221345;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
72355938;CONTACT LENSES;CONTACTLINSEN COOPER VISION EYE2 BIO F MULT;CL;COOPER VISION
40851273;WASHINGMACHINES;SIEMENS WM14K220 WASCHMASCHINEN IN WHITE;26;
53940208;USB MEMORY;ADATA USB 32GB 50/100BU S107 USB 3.0;UNASSIGNED;ADATA
62204536;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
26423130;WASHINGMACHINES;WMR 863 WPS POWERWASH2.0 TWINDOS XL;WASCHMASCHINEN;MIELE
67397920;BICYCLES;627350  SINGELSPEED 28 RH59 BLAU SINGELSPEED 28 RH59 BLAU;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
62233214;CONTACT LENSES;SAFE-GEL 1 DAY30 STÜCKUNISEX;LINSEN;SAFILENS
62209694;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
63914042;USB MEMORY;GOOD RAM 8GB TWISTER USB 3.0;MEMORY ( USB FLASH );GOODRAM
37703573;BICYCLES;ORBEA KATU 10 MAGNETIC BLACK;FAHRRAD.DE>>FAHRRAEDER>>OLDURBAN;ORBEA
25582947;USB MEMORY;INTENSO USB STICK 16GB RAINBOW LINE SCHWARZ  SCHWARZ;COMPUTER // COMPUTER-PERIPHERIE;INTENSO GMBH
62206374;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
19535240;CONTACT LENSES;DAILIES AQUACOMFORT PLUS MULTIFOCAL TAGESLINSEN WEICH, 30 STUECK / BC 8.7 MM / DIA 14 / ADD MED / -3 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3103MULTIFOCALCONTACTLENSES;ALCON
37688596;BICYCLES;CUBE AXIAL WLS GTC SL DISC GREY 'N' KIWI;FAHRRAEDER>>RENNRAEDER>>DELDAMENRENNRAEDER;CUBE
19855740;CONTACT LENSES;FOCUS DAILIES TORIC TORISCHE TAGESLINSEN WEICH, 30 STUECK / BC 8.6 MM / DIA 14.2 / CYL -1,50 / ACHSE 180 / -3,25 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;ALCON
67176781;WASHINGMACHINES;458390  WASCHMASCHINE WASCHMASCHINE EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
61864160;USB MEMORY;USB  16GB  5/19 JFLASH T3S  TRC  PCK:130000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
59364522;CONTACT LENSES;DAILIES AQUACOMFORT PLUS 30-ER;UNASSIGNED;
61855317;USB MEMORY;USB  4GB  4/13 JFLASH 300  TRC  PCK: PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
73347047;WASHINGMACHINES;BOSC WASCHVOLLAUTOMAT TOPLADER WOT24447  1;12;
40850203;WASHINGMACHINES;BOSCH WOT24227 WASCHMASCHINE (FS TOPLADER);26;
22081766;WASHINGMACHINES;WMV960WPSLW  MIELE WASCHAUTOMAT -FRONTLADER WHITEEDITION, LOTOSWEISS, 9 KG  9945500, EAN=4002515516553;UNASSIGNED;MIELE EB FH UVP
62208224;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
37685164;BICYCLES;SERIOUS 2. WAHL ROCKVILLE 26 BLACK/GREY;RESTPOSTEN>>FAHRRADRESTPOSTEN>>MTBHTS;SERIOUS
37676117;BICYCLES;GHOST POWERKID 12 PINK/WHITE/PURPLE;FAHRRAEDER>>KINDERFAHRRAEDER>>KINDERRAEDER12-18ZOLL;GHOST
42326303;BICYCLES;GAZELLE MISS GRACE T3 WEISS 59 CM;1_4_7;GAZELLE
60941477;CONTACT LENSES;8245  BIOMEDICS 1-DAY EXTRA 90;UNASSIGNED;
23648729;WASHINGMACHINES;WA PLATINUM 1081 WEISS  WASCHMASCHINE, 10 KG FUELLMENGE, SCHLEUDERDREHZAHL U/MIN: MAXIMAL 1.400, TOUCH-CONTROL-BEDIENUNG, STARTZEITVORWAHL, ENDZEITVORWAHL, DISPLAY, RESTZEITANZEIGE, ECOMONITOR (ANZEIGE DES ZU ERWARTENDEN ENERGIEVERBRAUCHS), AUTOMATISCHE WASCHMITTELDOSIERUNG, PROGRAMME UND OPTIONEN: CLEAN+, FRESHFINISH, GRE;WASCHMASCHINEN (STAND);BAUKNECHT
20429649;CONTACT LENSES;ACUVUE 1-DAY MOIST FOR ASTIGMATISM TAGESLINSEN WEICH, 30 STUECK / BC 8.5 MM / DIA 14.5 / CYL -0.75 / ACHSE 90 / -5.25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;JOHNSON & JOHNSON
52839888;CONTACT LENSES;BIOMEDICS 1 DAY EXTRA 30ER BOX;KONTAKTLINSEN;
65698479;USB MEMORY;TRANSCEND JETDRIVE GO 500 64GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;TRANSCEND
18465283;CONTACT LENSES;AIR OPTIX NIGHT & DAY AQUA MONATSLINSEN WEICH, 6 STUECK / BC 8, 6 MM / DIA 13MM, 8 MM / -04, 75 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3101SPHERICCONTACTLENSES;ALCON
41749616;USB MEMORY;ULTRA LINE 16GB USB STICK 3.0;SPEICHERMEDIEN__SPEICHERSTICKS__UNASSIGNED;INTENSO
62226528;CONTACT LENSES;PERFECT 30 T UV6 STÜCKUNISEX;LINSEN;MPG&E
37623990;BICYCLES;VOTEC VX COMP - TOUREN/TRAIL FULLSUSPENSION 29 - DARK GREY GLOSSY/BLACK MATTE;FAHRRAEDER>>MTBFULLSUSPENSIONS>>MARATHON/TOURFS;VOTEC
26332230;WASHINGMACHINES;WKH 130 WPS WASCHMASCHINE  POWERWASCH&TWINDOS;WASCHMASCHINEN;MIELE
23893494;WASHINGMACHINES;WASCHVOLLAUTOMAT WMB61632PTEU|| EEK:A++,15 PROGR.,1600U/MIN  5000906;412;BEKO DEUTSCHLAND GMBH
62212002;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
42306848;BICYCLES;CITY BICYCLES ALMERIA HERREN ANTHRAZIT MATT 55 CM;1_4_4;BICYCLES
64783046;USB MEMORY;MEMORY USB 8GB MICRO PLUS VIOLET MEMORY USB 8GB MICRO PLUS VIOLET;CHIAVETTE USB __ 08 GB;CONSUMABILI VERBATIM
37708697;BICYCLES;CUBE CROSS TRAPEZ BLACK GREY FLASHRED;FAHRRAEDER>>CROSSRAEDER>>CROSSDAMENAB500;CUBE
17662646;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM 2-WOCHENLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 14.5 / CYL -0.75 / ACHSE 180 / -0.25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;ACUVUE
48593592;WASHINGMACHINES;MIELE WKG 130 WPS CHROME EDITION TDOS;5040;MIELE & CIE. KG
23501916;WASHINGMACHINES;WOT 24227 TOPLADER;WEISSEWAREWASCHMASCHINE;BOSCH
37663687;BICYCLES;PUKY CRUSADER 20-3 ALU KINDERFAHRRAD KIWI/SCHWARZ;FAHRRAEDER>>KINDERFAHRRAEDER>>KINDERRAEDER20ZOLL;PUKY
27997529;USB MEMORY;417349 INTENSO USB-STICK 64GB ULTRA LINE 3.0;02124__COMPUTERTECHNIK&BUE_MEDIEN/LESEGERAETE_USB-MEMORY;
26022068;WASHINGMACHINES;SIE WASCHAUTOMAT  WM14E3S1 ST  1 WM14E3S1;24;
48586773;WASHINGMACHINES;WASCHMASCHINE GORENJE WA50EX;UNASSIGNED;GORENJE
28908157;USB MEMORY;85136 16GB MICRO FLEXX;BRAUNE WARE__HARDWARE-ERWEIT__SPEICHERKARTEN;CHIPS AND MORE GMBH
25058084;WASHINGMACHINES;110 HGG WAM AEG L5460FL LAVAMAT >WEIß B-WARE;UNASSIGNED;AEG
62219871;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
52719708;USB MEMORY;HAMA USB-STICK FLASHPEN LAETA 00123;999;SOENNECKEN LOGSERVE GMBH
56794528;WASHINGMACHINES;MIELE WDA111WCS WASCHMASCHINE AKTION:0;38;
42319514;BICYCLES;UNIVEGA SUMMIT 4.0 MATTGRAU 54 CM;1_1_5;UNIVEGA
72293339;CONTACT LENSES;CONTACTLINSEN OCULSOFT COOPER VISION PROCLEAR MULTIFOCAL TORIC XR D-LI;CL;OCULSOFT COOPER VISION
72335564;CONTACT LENSES;CONTACTLINSEN ACUVUENEU 1 DAY ACUVUE MOIST FOR ASTIGMATISM (30ER PACK);CL;ACUVUENEU
29868925;WASHINGMACHINES;CWF14K21  PACKGR:5.00;STAND_STANDWAESCHEPFLEGE_STANDWASCHMASCHINE-FRONTLADER;CONSTRUCTA
17889153;WASHINGMACHINES;MIELE WMG120WPS D LW TDOS WASCHMASCHINE FL / A+++ / 176 KWH / JAHR / 9900 LITER / JAHR / 8 KG / 1600 UPM / THERMO-SCHONTROMMEL / TWINDOS / LOTOSWEISS;MAJORAPPLIANCES__2000LAUNDRY__2035FSFRONTLOADWASHINGMACHINES;MIELE
64685384;USB MEMORY;USB 3.0 S35 64GB USB 3.0 S35 64GB;MEMORIAS USB __ 64 GB;LEXAR
46572573;WASHINGMACHINES;WDB 030 WCS 1111424  WASCHMASCHINEN (STAND);ELEKTRO-GROSSGERAETE_WASCHMASCHINEN(STAND)_UNASSIGNED;MIELE
62311362;USB MEMORY;USB-STICK  16GB SILICON POWER  USB 2.0 COB U05 BLACK;USB-SPEICHER;SILICON POWER
72237560;CONTACT LENSES;BIOCLEAR 1DAY (30ER BOX);CL;SAUFLON PHARMACEUTIC
36408849;WASHINGMACHINES;MIELE WMV960WPS POWERWASH 2.0 & TWINDOS XL WASCHVOLLAUTOMAT;WAESCHEPFLEGE (ALLGEMEIN);MIELE
30899456;WASHINGMACHINES;WMF111WPS MIELEWASCHAUTOMAT;HAUSGERAETE_WASCHMASCHINEN_FRONTLADER/MMIELE;
62233200;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
77558210;USB MEMORY;KINGSTON DT VAULT PRIVACY 64GB USB STICK;28011008;KINGSTON
72381285;CONTACT LENSES;DML,DIVERSE M.L.;CL;CONTACTLINSEN
68434699;WASHINGMACHINES;MIELE WKG 120 WPS WASCHAUTOMAT8KG 1600U/MIN A+++ AQUASTOP TWINDOS;721011;
40670191;USB MEMORY;USB-STICK  32GB TRANSCEND JETFLASH 300 SCHWARZ;USB-SPEICHER;TRANSCEND
42303604;BICYCLES;RALEIGH DEVON HS HE MATTGRAU 55 CM;1_2_2;RALEIGH
16752392;USB MEMORY;KINGSTON DATATRAVELER MICRO DTMCK 64 GB SPEICHERSTICK USB 2.0 SCHWARZ;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;KINGSTON
28548948;BICYCLES;TIEFEINSTEIGER 26  2.2 PROPHETE;9001002;SI ZWEIRAD VERTRIEBS GMBH
46126263;BICYCLES;4811  PUKY 4811 SKYRIDE 24  NoColor.NoColor  00  UNISEX;15511__FAHRRAEDER/FAHRRAEDER/JUGEND_UNISEX;PUKY
62292182;USB MEMORY;USB-STICK  64GB INTEGRAL FLASH DRIVE NEON  USB 3.0 ORANGE;USB-SPEICHER;INTEGRAL
24967881;BICYCLES;W. TREKKING DAMEN 28Z KW11;620130__TREKKINGRAEDER;
46569094;WASHINGMACHINES;WKF 131 WPS PWASH 2.0 1053757  LOTOSWEISS WASCHMASCHINEN (STAND);STANDARDKATALOG_ELEKTRO-GROSSGERAETE_WASCHMASCHINEN (STAND);MIELE
42305821;BICYCLES;RALEIGH DIRTMAX OCEANBLUEMATT 40 CM;1_3_4;RALEIGH
17787945;BICYCLES;S'COOL KINDER XXLITE ALLOY KINDERFAHRRAD, YELLOW/BLACK MATT, 16 ZOLL;SPORTS__30000WHEELED__30070BIKES;SCP8J|#S'COOL
67314253;WASHINGMACHINES;215144  WASCHMASCHINE WASCHMASCHINE EH19 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
42315702;BICYCLES;COMPEL HT 260 GRUEN 48 CM;1_1_2;COMPEL
17603709;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM 2-WOCHENLINSEN WEICH, 12 STUECK / BC 8.6 MM / DIA 14.5 / CYL -0.75 / ACHSE 70 / 3.50 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;JOHNSON & JOHNSON
60957859;CONTACT LENSES;8383  SAFE-GEL 7 DAYS (3X NACHLIEFERUNG);UNASSIGNED;
17915911;WASHINGMACHINES;BOSCH WAY28543 HOME PROFESSIONAL WASCHMASCHINE FL / A+++ / 137 KWH/JAHR / 1400 UPM / 8 KG / VARIOSOFTTM TROMMEL / ACTIVEWATER PLUS / WEISS;MAJORAPPLIANCES__2000LAUNDRY__2035FSFRONTLOADWASHINGMACHINES;BOSCH
26266510;WASHINGMACHINES;WAT 28490;WAESCHETROCKNER;BOSCH
22750489;USB MEMORY;PNY ATTACHE 4 USB 2.0 32GB;3-33-328_COMPUTERS & ACCESSORIES_PERIPHERALS_USB FLASH DRIVE;PNY
62213758;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
63230537;USB MEMORY;64GB DT400 G2 256 AES USB 3.0 FIPS 140-2 LEVEL 3 (MANAG.READY);MEMORY AND PROCESSORS __ USB STORAGE MEDIA;KINGSTON TECHNOLOGIES
25787032;USB MEMORY;USB-FLASH DRIVE 16GB (STICK) LEXAR JUMP DRIVE S25;ZUBEHOER;LEXAR
64612081;USB MEMORY;MEMORY USB- 8GB -NANO+ADPTOR MICRO MEMORY USB- 8GB -NANO+ADPTOR MICRO;CHIAVETTE USB __ 08 GB;CONSUMABILI VERBATIM
62223830;CONTACT LENSES;AIR OPTIX FOR ASTIGMATISM3 STÜCKUNISEX;LINSEN;CIBA
29188871;USB MEMORY;USB  16GB ULTRA FLAIR  U3 SDK  PCK:225000 PEH:0 MEH:ST;COMPUTER;SANDISK
72356828;CONTACT LENSES;CONTACTLINSEN HECHT KA 3-VPT;CL;HECHT
62271323;USB MEMORY;USB-STICK  8GB PLATINUM 3.0 TW  BLISTER;USB-SPEICHER;PLATINUM
25763775;WASHINGMACHINES;WAN 28080 A+++ 6 KG 1400 TOUREN EXCLUSIV;WASCHMASCHINE FRONTLADER;BOSCH
20444484;BICYCLES;KS CYCLING KINDER KINDERFAHRRAD STARLIT RH 30 CM FAHRRAD, WEISS/PINK, 20;SPORTS__30000WHEELED__30070BIKES;KSCA5|#KS CYCLING
77566557;WASHINGMACHINES;WAQ28411 Waschautomat 1400 U/min A+++B Waschautomat 1400 U/min A+++B;557001;
29558998;USB MEMORY;UTS2-0640NBBLX  64GB UTS2 NAVY BLUE USB 2.0 GOODRAM BOX + LOGO;USB;GOODRAM
67173661;WASHINGMACHINES;487770  WASCHMASCHINE WASCHMASCHINE EH192 WEISS;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHMASCHINEN;
